fund,fund_ticker,bbg_ticker,date,optticker,shares_vest,shares_cust,price_vest,price_cust,shares_diff,price_diff,discrepancy_type
P2726,P2726,P2726,2026-05-13,AAPL US 05/15/26 C292.5,-16.0,-16.0,5.5,7.22,0.0,-1.72,Match
P2726,P2726,P2726,2026-05-13,AAPL US 05/15/26 C292.5,-16.0,-16.0,7.25,7.22,0.0,0.03,Match
P2726,P2726,P2726,2026-05-13,AAPL US 05/15/26 C292.5,-16.0,-16.0,5.5,7.22,0.0,-1.72,Match
P2726,P2726,P2726,2026-05-13,ABBV US 05/15/26 C200,-2.0,-2.0,8.33,8.48,0.0,-0.15,Match
P2726,P2726,P2726,2026-05-13,ABBV US 05/15/26 C200,-2.0,-2.0,8.33,8.48,0.0,-0.15,Match
P2726,P2726,P2726,2026-05-13,ABBV US 05/15/26 C200,-2.0,-2.0,8.6,8.48,0.0,0.12,Match
P2726,P2726,P2726,2026-05-13,ABT US 05/15/26 C85,-4.0,-4.0,0.35,0.45,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-13,ABT US 05/15/26 C85,-4.0,-4.0,0.35,0.45,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-13,ABT US 05/15/26 C85,-4.0,-4.0,0.45,0.45,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,ACN US 05/15/26 C180,-1.0,-1.0,0.05,0.02,0.0,0.03,Match
P2726,P2726,P2726,2026-05-13,ACN US 05/15/26 C180,-1.0,-1.0,0.13,0.02,0.0,0.11,Match
P2726,P2726,P2726,2026-05-13,ACN US 05/15/26 C180,-1.0,-1.0,0.13,0.02,0.0,0.11,Match
P2726,P2726,P2726,2026-05-13,ADBE US 05/15/26 C252.5,-1.0,-1.0,0.3,0.22,0.0,0.08,Match
P2726,P2726,P2726,2026-05-13,ADBE US 05/15/26 C252.5,-1.0,-1.0,0.3,0.22,0.0,0.08,Match
P2726,P2726,P2726,2026-05-13,ADBE US 05/15/26 C252.5,-1.0,-1.0,0.23,0.22,0.0,0.01,Match
P2726,P2726,P2726,2026-05-13,AMAT US 05/15/26 C435,-1.0,-1.0,16.9,17.38,0.0,-0.48,Match
P2726,P2726,P2726,2026-05-13,AMAT US 05/15/26 C435,-1.0,-1.0,14.2,17.38,0.0,-3.18,Match
P2726,P2726,P2726,2026-05-13,AMAT US 05/15/26 C435,-1.0,-1.0,14.2,17.38,0.0,-3.18,Match
P2726,P2726,P2726,2026-05-13,AMD US 05/15/26 C447.5,-2.0,-2.0,10.95,9.88,0.0,1.07,Match
P2726,P2726,P2726,2026-05-13,AMD US 05/15/26 C447.5,-2.0,-2.0,10.95,9.88,0.0,1.07,Match
P2726,P2726,P2726,2026-05-13,AMD US 05/15/26 C447.5,-2.0,-2.0,9.95,9.88,0.0,0.07,Match
P2726,P2726,P2726,2026-05-13,AMGN US 05/15/26 C330,-1.0,-1.0,7.6,7.32,0.0,0.28,Match
P2726,P2726,P2726,2026-05-13,AMGN US 05/15/26 C330,-1.0,-1.0,5.05,7.32,0.0,-2.27,Match
P2726,P2726,P2726,2026-05-13,AMGN US 05/15/26 C330,-1.0,-1.0,5.05,7.32,0.0,-2.27,Match
P2726,P2726,P2726,2026-05-13,AMT US 05/15/26 C175,-5.0,-5.0,1.45,1.5,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-13,AMT US 05/15/26 C175,-5.0,-5.0,1.5,1.5,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,AMT US 05/15/26 C175,-5.0,-5.0,1.5,1.5,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,AMZN US 05/15/26 C272.5,-12.0,-12.0,0.68,1.7,0.0,-1.02,Match
P2726,P2726,P2726,2026-05-13,AMZN US 05/15/26 C272.5,-12.0,-12.0,0.68,1.7,0.0,-1.02,Match
P2726,P2726,P2726,2026-05-13,AMZN US 05/15/26 C272.5,-12.0,-12.0,1.75,1.7,0.0,0.05,Match
P2726,P2726,P2726,2026-05-13,AVGO US 05/15/26 C430,-6.0,-6.0,2.38,2.23,0.0,0.15,Match
P2726,P2726,P2726,2026-05-13,AVGO US 05/15/26 C430,-6.0,-6.0,1.91,2.23,0.0,-0.32,Match
P2726,P2726,P2726,2026-05-13,AVGO US 05/15/26 C430,-6.0,-6.0,1.91,2.23,0.0,-0.32,Match
P2726,P2726,P2726,2026-05-13,AXP US 05/15/26 C315,-1.0,-1.0,1.67,0.98,0.0,0.69,Match
P2726,P2726,P2726,2026-05-13,AXP US 05/15/26 C315,-1.0,-1.0,1.67,0.98,0.0,0.69,Match
P2726,P2726,P2726,2026-05-13,AXP US 05/15/26 C315,-1.0,-1.0,1.08,0.98,0.0,0.1,Match
P2726,P2726,P2726,2026-05-13,BA US 05/15/26 C237.5,-2.0,-2.0,5.3,5.35,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-13,BA US 05/15/26 C237.5,-2.0,-2.0,2.87,5.35,0.0,-2.48,Match
P2726,P2726,P2726,2026-05-13,BA US 05/15/26 C237.5,-2.0,-2.0,2.87,5.35,0.0,-2.48,Match
P2726,P2726,P2726,2026-05-13,BAC US 05/15/26 C51.5,-9.0,-9.0,0.09,0.08,0.0,0.01,Match
P2726,P2726,P2726,2026-05-13,BAC US 05/15/26 C51.5,-9.0,-9.0,0.17,0.08,0.0,0.09,Match
P2726,P2726,P2726,2026-05-13,BAC US 05/15/26 C51.5,-9.0,-9.0,0.17,0.08,0.0,0.09,Match
P2726,P2726,P2726,2026-05-13,BKNG US 05/15/26 C166.8,-2.0,-2.0,0.85,0.25,0.0,0.6,Match
P2726,P2726,P2726,2026-05-13,BKNG US 05/15/26 C166.8,-2.0,-2.0,0.85,0.25,0.0,0.6,Match
P2726,P2726,P2726,2026-05-13,BKNG US 05/15/26 C166.8,-2.0,-2.0,0.19,0.25,0.0,-0.06,Match
P2726,P2726,P2726,2026-05-13,BMY US 05/15/26 C56,-3.0,-3.0,0.76,0.8,0.0,-0.04,Match
P2726,P2726,P2726,2026-05-13,BMY US 05/15/26 C56,-3.0,-3.0,0.93,0.8,0.0,0.13,Match
P2726,P2726,P2726,2026-05-13,BMY US 05/15/26 C56,-3.0,-3.0,0.76,0.8,0.0,-0.04,Match
P2726,P2726,P2726,2026-05-13,BRKB US 05/15/26 C477.5,-3.0,-3.0,7.62,8.75,0.0,-1.13,Match
P2726,P2726,P2726,2026-05-13,BRKB US 05/15/26 C477.5,-3.0,-3.0,8.05,8.75,0.0,-0.7,Match
P2726,P2726,P2726,2026-05-13,BRKB US 05/15/26 C477.5,-3.0,-3.0,8.05,8.75,0.0,-0.7,Match
P2726,P2726,P2726,2026-05-13,C US 05/15/26 C126,-2.0,-2.0,0.9,0.6,0.0,0.3,Match
P2726,P2726,P2726,2026-05-13,C US 05/15/26 C126,-2.0,-2.0,0.9,0.6,0.0,0.3,Match
P2726,P2726,P2726,2026-05-13,C US 05/15/26 C126,-2.0,-2.0,0.59,0.6,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-13,CAT US 05/15/26 C895,-1.0,-1.0,18.65,15.02,0.0,3.63,Match
P2726,P2726,P2726,2026-05-13,CAT US 05/15/26 C895,-1.0,-1.0,15.25,15.02,0.0,0.23,Match
P2726,P2726,P2726,2026-05-13,CAT US 05/15/26 C895,-1.0,-1.0,18.65,15.02,0.0,3.63,Match
P2726,P2726,P2726,2026-05-13,CB US 05/15/26 C320,-4.0,-4.0,0.8,1.08,0.0,-0.28,Match
P2726,P2726,P2726,2026-05-13,CB US 05/15/26 C320,-4.0,-4.0,3.6,1.08,0.0,2.52,Match
P2726,P2726,P2726,2026-05-13,CB US 05/15/26 C320,-4.0,-4.0,3.6,1.08,0.0,2.52,Match
P2726,P2726,P2726,2026-05-13,CL US 05/15/26 C88,-1.0,-1.0,0.75,0.85,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-13,CL US 05/15/26 C88,-1.0,-1.0,0.44,0.85,0.0,-0.41,Match
P2726,P2726,P2726,2026-05-13,CL US 05/15/26 C88,-1.0,-1.0,0.75,0.85,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-13,CMCSA US 05/15/26 C25.5,-5.0,-5.0,0.05,0.1,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-13,CMCSA US 05/15/26 C25.5,-5.0,-5.0,0.1,0.1,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,CMCSA US 05/15/26 C25.5,-5.0,-5.0,0.05,0.1,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-13,COP US 05/15/26 C114,-3.0,-3.0,2.71,3.85,0.0,-1.14,Match
P2726,P2726,P2726,2026-05-13,COP US 05/15/26 C114,-3.0,-3.0,2.71,3.85,0.0,-1.14,Match
P2726,P2726,P2726,2026-05-13,COP US 05/15/26 C114,-3.0,-3.0,3.59,3.85,0.0,-0.26,Match
P2726,P2726,P2726,2026-05-13,COST US 05/15/26 C1005,-1.0,-1.0,25.1,29.55,0.0,-4.45,Match
P2726,P2726,P2726,2026-05-13,COST US 05/15/26 C1005,-1.0,-1.0,33.05,29.55,0.0,3.5,Match
P2726,P2726,P2726,2026-05-13,COST US 05/15/26 C1005,-1.0,-1.0,33.05,29.55,0.0,3.5,Match
P2726,P2726,P2726,2026-05-13,CRM US 05/15/26 C182.5,-2.0,-2.0,0.07,0.08,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-13,CRM US 05/15/26 C182.5,-2.0,-2.0,0.1,0.08,0.0,0.02,Match
P2726,P2726,P2726,2026-05-13,CRM US 05/15/26 C182.5,-2.0,-2.0,0.1,0.08,0.0,0.02,Match
P2726,P2726,P2726,2026-05-13,CSCO US 05/15/26 C96,-18.0,-18.0,6.31,7.88,0.0,-1.57,Match
P2726,P2726,P2726,2026-05-13,CSCO US 05/15/26 C96,-18.0,-18.0,6.31,7.88,0.0,-1.57,Match
P2726,P2726,P2726,2026-05-13,CSCO US 05/15/26 C96,-18.0,-18.0,7.8,7.88,0.0,-0.08,Match
P2726,P2726,P2726,2026-05-13,CVS US 05/15/26 C90,-3.0,-3.0,6.3,8.07,0.0,-1.77,Match
P2726,P2726,P2726,2026-05-13,CVS US 05/15/26 C90,-3.0,-3.0,6.3,8.07,0.0,-1.77,Match
P2726,P2726,P2726,2026-05-13,CVS US 05/15/26 C90,-3.0,-3.0,8.0,8.07,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-13,CVX US 05/15/26 C180,-4.0,-4.0,6.0,5.98,0.0,0.02,Match
P2726,P2726,P2726,2026-05-13,CVX US 05/15/26 C180,-4.0,-4.0,5.64,5.98,0.0,-0.34,Match
P2726,P2726,P2726,2026-05-13,CVX US 05/15/26 C180,-4.0,-4.0,5.64,5.98,0.0,-0.34,Match
P2726,P2726,P2726,2026-05-13,DE US 05/15/26 C575,-1.0,-1.0,14.7,11.9,0.0,2.8,Match
P2726,P2726,P2726,2026-05-13,DE US 05/15/26 C575,-1.0,-1.0,14.7,11.9,0.0,2.8,Match
P2726,P2726,P2726,2026-05-13,DE US 05/15/26 C575,-1.0,-1.0,11.9,11.9,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,DHR US 05/15/26 C170,-1.0,-1.0,0.6,0.52,0.0,0.08,Match
P2726,P2726,P2726,2026-05-13,DHR US 05/15/26 C170,-1.0,-1.0,0.8,0.52,0.0,0.28,Match
P2726,P2726,P2726,2026-05-13,DHR US 05/15/26 C170,-1.0,-1.0,0.8,0.52,0.0,0.28,Match
P2726,P2726,P2726,2026-05-13,DIS US 05/15/26 C108,-2.0,-2.0,0.18,0.16,0.0,0.02,Match
P2726,P2726,P2726,2026-05-13,DIS US 05/15/26 C108,-2.0,-2.0,0.18,0.16,0.0,0.02,Match
P2726,P2726,P2726,2026-05-13,DIS US 05/15/26 C108,-2.0,-2.0,0.16,0.16,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,DUK US 05/15/26 C125,-3.0,-3.0,0.59,0.32,0.0,0.27,Match
P2726,P2726,P2726,2026-05-13,DUK US 05/15/26 C125,-3.0,-3.0,0.28,0.32,0.0,-0.04,Match
P2726,P2726,P2726,2026-05-13,DUK US 05/15/26 C125,-3.0,-3.0,0.59,0.32,0.0,0.27,Match
P2726,P2726,P2726,2026-05-13,ELV US 05/15/26 C380,-1.0,-1.0,11.95,20.45,0.0,-8.5,Match
P2726,P2726,P2726,2026-05-13,ELV US 05/15/26 C380,-1.0,-1.0,11.95,20.45,0.0,-8.5,Match
P2726,P2726,P2726,2026-05-13,ELV US 05/15/26 C380,-1.0,-1.0,19.5,20.45,0.0,-0.95,Match
P2726,P2726,P2726,2026-05-13,EMR US 05/15/26 C141,-1.0,-1.0,0.43,0.45,0.0,-0.02,Match
P2726,P2726,P2726,2026-05-13,EMR US 05/15/26 C141,-1.0,-1.0,0.45,0.45,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,EMR US 05/15/26 C141,-1.0,-1.0,0.43,0.45,0.0,-0.02,Match
P2726,P2726,P2726,2026-05-13,ETN US 05/15/26 C402.5,-1.0,-1.0,9.3,8.55,0.0,0.75,Match
P2726,P2726,P2726,2026-05-13,ETN US 05/15/26 C402.5,-1.0,-1.0,7.3,8.55,0.0,-1.25,Match
P2726,P2726,P2726,2026-05-13,ETN US 05/15/26 C402.5,-1.0,-1.0,7.3,8.55,0.0,-1.25,Match
P2726,P2726,P2726,2026-05-13,GE US 05/15/26 C297.5,-3.0,-3.0,3.3,3.18,0.0,0.12,Match
P2726,P2726,P2726,2026-05-13,GE US 05/15/26 C297.5,-3.0,-3.0,5.55,3.18,0.0,2.37,Match
P2726,P2726,P2726,2026-05-13,GE US 05/15/26 C297.5,-3.0,-3.0,5.55,3.18,0.0,2.37,Match
P2726,P2726,P2726,2026-05-13,GILD US 05/15/26 C131,-2.0,-2.0,2.76,2.98,0.0,-0.22,Match
P2726,P2726,P2726,2026-05-13,GILD US 05/15/26 C131,-2.0,-2.0,2.76,2.98,0.0,-0.22,Match
P2726,P2726,P2726,2026-05-13,GILD US 05/15/26 C131,-2.0,-2.0,2.38,2.98,0.0,-0.6,Match
P2726,P2726,P2726,2026-05-13,GOOG US 05/15/26 C395,-5.0,-5.0,1.2,6.5,0.0,-5.3,Match
P2726,P2726,P2726,2026-05-13,GOOG US 05/15/26 C395,-5.0,-5.0,1.2,6.5,0.0,-5.3,Match
P2726,P2726,P2726,2026-05-13,GOOG US 05/15/26 C395,-5.0,-5.0,6.5,6.5,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,GOOGL US 05/15/26 C400,-6.0,-6.0,0.93,5.62,0.0,-4.69,Match
P2726,P2726,P2726,2026-05-13,GOOGL US 05/15/26 C400,-6.0,-6.0,5.7,5.62,0.0,0.08,Match
P2726,P2726,P2726,2026-05-13,GOOGL US 05/15/26 C400,-6.0,-6.0,0.93,5.62,0.0,-4.69,Match
P2726,P2726,P2726,2026-05-13,HD US 05/15/26 C317.5,-1.0,-1.0,0.45,0.28,0.0,0.17,Match
P2726,P2726,P2726,2026-05-13,HD US 05/15/26 C317.5,-1.0,-1.0,0.45,0.28,0.0,0.17,Match
P2726,P2726,P2726,2026-05-13,HD US 05/15/26 C317.5,-1.0,-1.0,0.28,0.28,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,HON US 05/15/26 C212.5,-2.0,-2.0,5.6,5.6,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,HON US 05/15/26 C212.5,-2.0,-2.0,6.1,5.6,0.0,0.5,Match
P2726,P2726,P2726,2026-05-13,HON US 05/15/26 C212.5,-2.0,-2.0,6.1,5.6,0.0,0.5,Match
P2726,P2726,P2726,2026-05-13,IBM US 05/15/26 C230,-2.0,-2.0,0.15,0.14,0.0,0.01,Match
P2726,P2726,P2726,2026-05-13,IBM US 05/15/26 C230,-2.0,-2.0,0.15,0.14,0.0,0.01,Match
P2726,P2726,P2726,2026-05-13,IBM US 05/15/26 C230,-2.0,-2.0,0.12,0.14,0.0,-0.02,Match
P2726,P2726,P2726,2026-05-13,INTC US 05/15/26 C125,-6.0,-6.0,2.37,1.82,0.0,0.55,Match
P2726,P2726,P2726,2026-05-13,INTC US 05/15/26 C125,-6.0,-6.0,2.37,1.82,0.0,0.55,Match
P2726,P2726,P2726,2026-05-13,INTC US 05/15/26 C125,-6.0,-6.0,1.82,1.82,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,ISRG US 05/15/26 C450,-1.0,-1.0,0.6,0.45,0.0,0.15,Match
P2726,P2726,P2726,2026-05-13,ISRG US 05/15/26 C450,-1.0,-1.0,0.75,0.45,0.0,0.3,Match
P2726,P2726,P2726,2026-05-13,ISRG US 05/15/26 C450,-1.0,-1.0,0.75,0.45,0.0,0.3,Match
P2726,P2726,P2726,2026-05-13,JNJ US 05/15/26 C222.5,-3.0,-3.0,8.0,8.28,0.0,-0.28,Match
P2726,P2726,P2726,2026-05-13,JNJ US 05/15/26 C222.5,-3.0,-3.0,6.1,8.28,0.0,-2.18,Match
P2726,P2726,P2726,2026-05-13,JNJ US 05/15/26 C222.5,-3.0,-3.0,6.1,8.28,0.0,-2.18,Match
P2726,P2726,P2726,2026-05-13,JPM US 05/15/26 C302.5,-4.0,-4.0,1.7,1.74,0.0,-0.04,Match
P2726,P2726,P2726,2026-05-13,JPM US 05/15/26 C302.5,-4.0,-4.0,2.57,1.74,0.0,0.83,Match
P2726,P2726,P2726,2026-05-13,JPM US 05/15/26 C302.5,-4.0,-4.0,2.57,1.74,0.0,0.83,Match
P2726,P2726,P2726,2026-05-13,KO US 05/15/26 C78,-6.0,-6.0,2.3,2.56,0.0,-0.26,Match
P2726,P2726,P2726,2026-05-13,KO US 05/15/26 C78,-6.0,-6.0,2.3,2.56,0.0,-0.26,Match
P2726,P2726,P2726,2026-05-13,KO US 05/15/26 C78,-6.0,-6.0,2.47,2.56,0.0,-0.09,Match
P2726,P2726,P2726,2026-05-13,LIN US 05/15/26 C495,-3.0,-3.0,15.75,18.4,0.0,-2.65,Match
P2726,P2726,P2726,2026-05-13,LIN US 05/15/26 C495,-3.0,-3.0,17.25,18.4,0.0,-1.15,Match
P2726,P2726,P2726,2026-05-13,LIN US 05/15/26 C495,-3.0,-3.0,17.25,18.4,0.0,-1.15,Match
P2726,P2726,P2726,2026-05-13,LLY US 05/15/26 C950,-1.0,-1.0,65.0,66.05,0.0,-1.05,Match
P2726,P2726,P2726,2026-05-13,LLY US 05/15/26 C950,-1.0,-1.0,54.4,66.05,0.0,-11.65,Match
P2726,P2726,P2726,2026-05-13,LLY US 05/15/26 C950,-1.0,-1.0,54.4,66.05,0.0,-11.65,Match
P2726,P2726,P2726,2026-05-13,LOW US 05/15/26 C230,-1.0,-1.0,0.5,0.38,0.0,0.12,Match
P2726,P2726,P2726,2026-05-13,LOW US 05/15/26 C230,-1.0,-1.0,0.4,0.38,0.0,0.02,Match
P2726,P2726,P2726,2026-05-13,LOW US 05/15/26 C230,-1.0,-1.0,0.5,0.38,0.0,0.12,Match
P2726,P2726,P2726,2026-05-13,LRCX US 05/15/26 C295,-2.0,-2.0,8.95,7.85,0.0,1.1,Match
P2726,P2726,P2726,2026-05-13,LRCX US 05/15/26 C295,-2.0,-2.0,5.88,7.85,0.0,-1.97,Match
P2726,P2726,P2726,2026-05-13,LRCX US 05/15/26 C295,-2.0,-2.0,5.88,7.85,0.0,-1.97,Match
P2726,P2726,P2726,2026-05-13,MA US 05/15/26 C497.5,-1.0,-1.0,4.1,2.55,0.0,1.55,Match
P2726,P2726,P2726,2026-05-13,MA US 05/15/26 C497.5,-1.0,-1.0,4.1,2.55,0.0,1.55,Match
P2726,P2726,P2726,2026-05-13,MA US 05/15/26 C497.5,-1.0,-1.0,2.99,2.55,0.0,0.44,Match
P2726,P2726,P2726,2026-05-13,MCD US 05/15/26 C275,-2.0,-2.0,2.65,2.3,0.0,0.35,Match
P2726,P2726,P2726,2026-05-13,MCD US 05/15/26 C275,-2.0,-2.0,2.17,2.3,0.0,-0.13,Match
P2726,P2726,P2726,2026-05-13,MCD US 05/15/26 C275,-2.0,-2.0,2.65,2.3,0.0,0.35,Match
P2726,P2726,P2726,2026-05-13,MDLZ US 05/15/26 C62,-2.0,-2.0,0.17,0.55,0.0,-0.38,Match
P2726,P2726,P2726,2026-05-13,MDLZ US 05/15/26 C62,-2.0,-2.0,0.6,0.55,0.0,0.05,Match
P2726,P2726,P2726,2026-05-13,MDLZ US 05/15/26 C62,-2.0,-2.0,0.6,0.55,0.0,0.05,Match
P2726,P2726,P2726,2026-05-13,MDT US 05/15/26 C76,-3.0,-3.0,0.82,0.78,0.0,0.04,Match
P2726,P2726,P2726,2026-05-13,MDT US 05/15/26 C76,-3.0,-3.0,0.82,0.78,0.0,0.04,Match
P2726,P2726,P2726,2026-05-13,MDT US 05/15/26 C76,-3.0,-3.0,0.83,0.78,0.0,0.05,Match
P2726,P2726,P2726,2026-05-13,META US 05/15/26 C610,-3.0,-3.0,3.5,10.4,0.0,-6.9,Match
P2726,P2726,P2726,2026-05-13,META US 05/15/26 C610,-3.0,-3.0,3.5,10.4,0.0,-6.9,Match
P2726,P2726,P2726,2026-05-13,META US 05/15/26 C610,-3.0,-3.0,10.15,10.4,0.0,-0.25,Match
P2726,P2726,P2726,2026-05-13,MMM US 05/15/26 C143,-1.0,-1.0,5.15,5.12,0.0,0.03,Match
P2726,P2726,P2726,2026-05-13,MMM US 05/15/26 C143,-1.0,-1.0,5.15,5.12,0.0,0.03,Match
P2726,P2726,P2726,2026-05-13,MMM US 05/15/26 C143,-1.0,-1.0,5.13,5.12,0.0,0.01,Match
P2726,P2726,P2726,2026-05-13,MO US 05/15/26 C68,-3.0,-3.0,2.52,3.6,0.0,-1.08,Match
P2726,P2726,P2726,2026-05-13,MO US 05/15/26 C68,-3.0,-3.0,2.52,3.6,0.0,-1.08,Match
P2726,P2726,P2726,2026-05-13,MO US 05/15/26 C68,-3.0,-3.0,3.41,3.6,0.0,-0.19,Match
P2726,P2726,P2726,2026-05-13,MRK US 05/15/26 C111,-3.0,-3.0,2.59,3.09,0.0,-0.5,Match
P2726,P2726,P2726,2026-05-13,MRK US 05/15/26 C111,-3.0,-3.0,2.59,3.09,0.0,-0.5,Match
P2726,P2726,P2726,2026-05-13,MRK US 05/15/26 C111,-3.0,-3.0,2.85,3.09,0.0,-0.24,Match
P2726,P2726,P2726,2026-05-13,MS US 05/15/26 C192.5,-2.0,-2.0,3.25,3.03,0.0,0.22,Match
P2726,P2726,P2726,2026-05-13,MS US 05/15/26 C192.5,-2.0,-2.0,1.38,3.03,0.0,-1.65,Match
P2726,P2726,P2726,2026-05-13,MS US 05/15/26 C192.5,-2.0,-2.0,1.38,3.03,0.0,-1.65,Match
P2726,P2726,P2726,2026-05-13,MSFT US 05/15/26 C415,-8.0,-8.0,1.0,0.91,0.0,0.09,Match
P2726,P2726,P2726,2026-05-13,MSFT US 05/15/26 C415,-8.0,-8.0,1.0,0.91,0.0,0.09,Match
P2726,P2726,P2726,2026-05-13,MSFT US 05/15/26 C415,-8.0,-8.0,0.91,0.91,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,MU US 05/15/26 C740,-1.0,-1.0,69.25,69.1,0.0,0.15,Match
P2726,P2726,P2726,2026-05-13,MU US 05/15/26 C740,-1.0,-1.0,69.25,69.1,0.0,0.15,Match
P2726,P2726,P2726,2026-05-13,MU US 05/15/26 C740,-1.0,-1.0,69.0,69.1,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-13,NEE US 05/15/26 C93,-9.0,-9.0,1.38,2.15,0.0,-0.77,Match
P2726,P2726,P2726,2026-05-13,NEE US 05/15/26 C93,-9.0,-9.0,1.38,2.15,0.0,-0.77,Match
P2726,P2726,P2726,2026-05-13,NEE US 05/15/26 C93,-9.0,-9.0,2.4,2.15,0.0,0.25,Match
P2726,P2726,P2726,2026-05-13,NFLX US 05/15/26 C88,-5.0,-5.0,0.77,0.78,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-13,NFLX US 05/15/26 C88,-5.0,-5.0,0.67,0.78,0.0,-0.11,Match
P2726,P2726,P2726,2026-05-13,NFLX US 05/15/26 C88,-5.0,-5.0,0.67,0.78,0.0,-0.11,Match
P2726,P2726,P2726,2026-05-13,NKE US 05/15/26 C44,-5.0,-5.0,0.1,0.1,0.0,0.0,Match
