fund,fund_ticker,bbg_ticker,date,optticker,shares_vest,shares_cust,price_vest,price_cust,shares_diff,price_diff,discrepancy_type
P2726,P2726,P2726,2026-05-14,ELV US 05/15/26 C380,-1.0,-1.0,16.6,17.3,0.0,-0.7,Match
P2726,P2726,P2726,2026-05-14,ELV US 05/15/26 C380,-1.0,-1.0,16.6,17.3,0.0,-0.7,Match
P2726,P2726,P2726,2026-05-14,ELV US 05/15/26 C380,-1.0,-1.0,16.1,17.3,0.0,-1.2,Match
P2726,P2726,P2726,2026-05-14,EMR US 05/15/26 C141,-1.0,-1.0,0.75,0.35,0.0,0.4,Match
P2726,P2726,P2726,2026-05-14,EMR US 05/15/26 C141,-1.0,-1.0,0.75,0.35,0.0,0.4,Match
P2726,P2726,P2726,2026-05-14,EMR US 05/15/26 C141,-1.0,-1.0,0.7,0.35,0.0,0.35,Match
P2726,P2726,P2726,2026-05-14,ETN US 05/15/26 C402.5,-1.0,-1.0,7.2,7.25,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-14,ETN US 05/15/26 C402.5,-1.0,-1.0,7.2,7.25,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-14,ETN US 05/15/26 C402.5,-1.0,-1.0,7.6,7.25,0.0,0.35,Match
P2726,P2726,P2726,2026-05-14,GE US 05/15/26 C297.5,-3.0,-3.0,0.72,0.84,0.0,-0.12,Match
P2726,P2726,P2726,2026-05-14,GE US 05/15/26 C297.5,-3.0,-3.0,1.79,0.84,0.0,0.95,Match
P2726,P2726,P2726,2026-05-14,GE US 05/15/26 C297.5,-3.0,-3.0,1.79,0.84,0.0,0.95,Match
P2726,P2726,P2726,2026-05-14,GILD US 05/15/26 C131,-2.0,-2.0,1.93,1.93,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,GILD US 05/15/26 C131,-2.0,-2.0,3.83,1.93,0.0,1.9,Match
P2726,P2726,P2726,2026-05-14,GILD US 05/15/26 C131,-2.0,-2.0,3.83,1.93,0.0,1.9,Match
P2726,P2726,P2726,2026-05-14,GOOG US 05/15/26 C395,-5.0,-5.0,3.76,3.95,0.0,-0.19,Match
P2726,P2726,P2726,2026-05-14,GOOG US 05/15/26 C395,-5.0,-5.0,3.76,3.95,0.0,-0.19,Match
P2726,P2726,P2726,2026-05-14,GOOG US 05/15/26 C395,-5.0,-5.0,3.92,3.95,0.0,-0.03,Match
P2726,P2726,P2726,2026-05-14,GOOGL US 05/15/26 C400,-6.0,-6.0,2.94,3.42,0.0,-0.48,Match
P2726,P2726,P2726,2026-05-14,GOOGL US 05/15/26 C400,-6.0,-6.0,2.94,3.42,0.0,-0.48,Match
P2726,P2726,P2726,2026-05-14,GOOGL US 05/15/26 C400,-6.0,-6.0,3.39,3.42,0.0,-0.03,Match
P2726,P2726,P2726,2026-05-14,HD US 05/15/26 C317.5,-1.0,-1.0,0.15,0.16,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-14,HD US 05/15/26 C317.5,-1.0,-1.0,0.17,0.16,0.0,0.01,Match
P2726,P2726,P2726,2026-05-14,HD US 05/15/26 C317.5,-1.0,-1.0,0.17,0.16,0.0,0.01,Match
P2726,P2726,P2726,2026-05-14,HON US 05/15/26 C212.5,-2.0,-2.0,5.92,5.65,0.0,0.27,Match
P2726,P2726,P2726,2026-05-14,HON US 05/15/26 C212.5,-2.0,-2.0,5.55,5.65,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-14,HON US 05/15/26 C212.5,-2.0,-2.0,5.55,5.65,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-14,IBM US 05/15/26 C230,-2.0,-2.0,0.1,0.08,0.0,0.02,Match
P2726,P2726,P2726,2026-05-14,IBM US 05/15/26 C230,-2.0,-2.0,0.09,0.08,0.0,0.01,Match
P2726,P2726,P2726,2026-05-14,IBM US 05/15/26 C230,-2.0,-2.0,0.1,0.08,0.0,0.02,Match
P2726,P2726,P2726,2026-05-14,INTC US 05/15/26 C125,-6.0,-6.0,0.89,0.5,0.0,0.39,Match
P2726,P2726,P2726,2026-05-14,INTC US 05/15/26 C125,-6.0,-6.0,0.89,0.5,0.0,0.39,Match
P2726,P2726,P2726,2026-05-14,INTC US 05/15/26 C125,-6.0,-6.0,0.49,0.5,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-14,ISRG US 05/15/26 C450,-1.0,-1.0,0.33,0.25,0.0,0.08,Match
P2726,P2726,P2726,2026-05-14,ISRG US 05/15/26 C450,-1.0,-1.0,0.33,0.25,0.0,0.08,Match
P2726,P2726,P2726,2026-05-14,ISRG US 05/15/26 C450,-1.0,-1.0,0.16,0.25,0.0,-0.09,Match
P2726,P2726,P2726,2026-05-14,JNJ US 05/15/26 C222.5,-3.0,-3.0,8.67,8.35,0.0,0.32,Match
P2726,P2726,P2726,2026-05-14,JNJ US 05/15/26 C222.5,-3.0,-3.0,8.78,8.35,0.0,0.43,Match
P2726,P2726,P2726,2026-05-14,JNJ US 05/15/26 C222.5,-3.0,-3.0,8.78,8.35,0.0,0.43,Match
P2726,P2726,P2726,2026-05-14,JPM US 05/15/26 C302.5,-4.0,-4.0,2.66,0.9,0.0,1.76,Match
P2726,P2726,P2726,2026-05-14,JPM US 05/15/26 C302.5,-4.0,-4.0,2.66,0.9,0.0,1.76,Match
P2726,P2726,P2726,2026-05-14,JPM US 05/15/26 C302.5,-4.0,-4.0,0.87,0.9,0.0,-0.03,Match
P2726,P2726,P2726,2026-05-14,KO US 05/15/26 C78,-6.0,-6.0,2.57,2.68,0.0,-0.11,Match
P2726,P2726,P2726,2026-05-14,KO US 05/15/26 C78,-6.0,-6.0,2.57,2.68,0.0,-0.11,Match
P2726,P2726,P2726,2026-05-14,KO US 05/15/26 C78,-6.0,-6.0,2.57,2.68,0.0,-0.11,Match
P2726,P2726,P2726,2026-05-14,LIN US 05/15/26 C495,-3.0,-3.0,17.5,17.25,0.0,0.25,Match
P2726,P2726,P2726,2026-05-14,LIN US 05/15/26 C495,-3.0,-3.0,18.8,17.25,0.0,1.55,Match
P2726,P2726,P2726,2026-05-14,LIN US 05/15/26 C495,-3.0,-3.0,18.8,17.25,0.0,1.55,Match
P2726,P2726,P2726,2026-05-14,LLY US 05/15/26 C950,-1.0,-1.0,57.02,57.1,0.0,-0.08,Match
P2726,P2726,P2726,2026-05-14,LLY US 05/15/26 C950,-1.0,-1.0,54.93,57.1,0.0,-2.17,Match
P2726,P2726,P2726,2026-05-14,LLY US 05/15/26 C950,-1.0,-1.0,54.93,57.1,0.0,-2.17,Match
P2726,P2726,P2726,2026-05-14,LOW US 05/15/26 C230,-1.0,-1.0,0.25,0.3,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-14,LOW US 05/15/26 C230,-1.0,-1.0,0.36,0.3,0.0,0.06,Match
P2726,P2726,P2726,2026-05-14,LOW US 05/15/26 C230,-1.0,-1.0,0.36,0.3,0.0,0.06,Match
P2726,P2726,P2726,2026-05-14,LRCX US 05/15/26 C295,-2.0,-2.0,9.9,8.57,0.0,1.33,Match
P2726,P2726,P2726,2026-05-14,LRCX US 05/15/26 C295,-2.0,-2.0,9.9,8.57,0.0,1.33,Match
P2726,P2726,P2726,2026-05-14,LRCX US 05/15/26 C295,-2.0,-2.0,9.45,8.57,0.0,0.88,Match
P2726,P2726,P2726,2026-05-14,MA US 05/15/26 C497.5,-1.0,-1.0,2.59,0.68,0.0,1.91,Match
P2726,P2726,P2726,2026-05-14,MA US 05/15/26 C497.5,-1.0,-1.0,2.59,0.68,0.0,1.91,Match
P2726,P2726,P2726,2026-05-14,MA US 05/15/26 C497.5,-1.0,-1.0,0.85,0.68,0.0,0.17,Match
P2726,P2726,P2726,2026-05-14,MCD US 05/15/26 C275,-2.0,-2.0,2.21,1.36,0.0,0.85,Match
P2726,P2726,P2726,2026-05-14,MCD US 05/15/26 C275,-2.0,-2.0,1.32,1.36,0.0,-0.04,Match
P2726,P2726,P2726,2026-05-14,MCD US 05/15/26 C275,-2.0,-2.0,2.21,1.36,0.0,0.85,Match
P2726,P2726,P2726,2026-05-14,MDLZ US 05/15/26 C62,-2.0,-2.0,0.15,0.25,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-14,MDLZ US 05/15/26 C62,-2.0,-2.0,0.45,0.25,0.0,0.2,Match
P2726,P2726,P2726,2026-05-14,MDLZ US 05/15/26 C62,-2.0,-2.0,0.45,0.25,0.0,0.2,Match
P2726,P2726,P2726,2026-05-14,MDT US 05/15/26 C76,-3.0,-3.0,0.84,1.06,0.0,-0.22,Match
P2726,P2726,P2726,2026-05-14,MDT US 05/15/26 C76,-3.0,-3.0,0.84,1.06,0.0,-0.22,Match
P2726,P2726,P2726,2026-05-14,MDT US 05/15/26 C76,-3.0,-3.0,1.09,1.06,0.0,0.03,Match
P2726,P2726,P2726,2026-05-14,META US 05/15/26 C610,-3.0,-3.0,9.85,10.12,0.0,-0.27,Match
P2726,P2726,P2726,2026-05-14,META US 05/15/26 C610,-3.0,-3.0,10.99,10.12,0.0,0.87,Match
P2726,P2726,P2726,2026-05-14,META US 05/15/26 C610,-3.0,-3.0,10.99,10.12,0.0,0.87,Match
P2726,P2726,P2726,2026-05-14,MMM US 05/15/26 C143,-1.0,-1.0,3.41,2.94,0.0,0.47,Match
P2726,P2726,P2726,2026-05-14,MMM US 05/15/26 C143,-1.0,-1.0,4.23,2.94,0.0,1.29,Match
P2726,P2726,P2726,2026-05-14,MMM US 05/15/26 C143,-1.0,-1.0,4.23,2.94,0.0,1.29,Match
P2726,P2726,P2726,2026-05-14,MO US 05/15/26 C68,-3.0,-3.0,4.15,4.42,0.0,-0.27,Match
P2726,P2726,P2726,2026-05-14,MO US 05/15/26 C68,-3.0,-3.0,4.15,4.42,0.0,-0.27,Match
P2726,P2726,P2726,2026-05-14,MO US 05/15/26 C68,-3.0,-3.0,4.3,4.42,0.0,-0.12,Match
P2726,P2726,P2726,2026-05-14,MRK US 05/15/26 C111,-3.0,-3.0,2.22,2.32,0.0,-0.1,Match
P2726,P2726,P2726,2026-05-14,MRK US 05/15/26 C111,-3.0,-3.0,2.58,2.32,0.0,0.26,Match
P2726,P2726,P2726,2026-05-14,MRK US 05/15/26 C111,-3.0,-3.0,2.58,2.32,0.0,0.26,Match
P2726,P2726,P2726,2026-05-14,MS US 05/15/26 C192.5,-2.0,-2.0,4.05,2.68,0.0,1.37,Match
P2726,P2726,P2726,2026-05-14,MS US 05/15/26 C192.5,-2.0,-2.0,4.05,2.68,0.0,1.37,Match
P2726,P2726,P2726,2026-05-14,MS US 05/15/26 C192.5,-2.0,-2.0,3.13,2.68,0.0,0.45,Match
P2726,P2726,P2726,2026-05-14,MSFT US 05/15/26 C415,-8.0,-8.0,0.52,0.96,0.0,-0.44,Match
P2726,P2726,P2726,2026-05-14,MSFT US 05/15/26 C415,-8.0,-8.0,0.52,0.96,0.0,-0.44,Match
P2726,P2726,P2726,2026-05-14,MSFT US 05/15/26 C415,-8.0,-8.0,0.94,0.96,0.0,-0.02,Match
P2726,P2726,P2726,2026-05-14,MU US 05/15/26 C740,-1.0,-1.0,67.23,41.5,0.0,25.73,Match
P2726,P2726,P2726,2026-05-14,MU US 05/15/26 C740,-1.0,-1.0,67.23,41.5,0.0,25.73,Match
P2726,P2726,P2726,2026-05-14,MU US 05/15/26 C740,-1.0,-1.0,41.0,41.5,0.0,-0.5,Match
P2726,P2726,P2726,2026-05-14,NEE US 05/15/26 C93,-9.0,-9.0,2.03,2.64,0.0,-0.61,Match
P2726,P2726,P2726,2026-05-14,NEE US 05/15/26 C93,-9.0,-9.0,1.99,2.64,0.0,-0.65,Match
P2726,P2726,P2726,2026-05-14,NEE US 05/15/26 C93,-9.0,-9.0,1.99,2.64,0.0,-0.65,Match
P2726,P2726,P2726,2026-05-14,NFLX US 05/15/26 C88,-5.0,-5.0,0.94,0.24,0.0,0.7,Match
P2726,P2726,P2726,2026-05-14,NFLX US 05/15/26 C88,-5.0,-5.0,0.94,0.24,0.0,0.7,Match
P2726,P2726,P2726,2026-05-14,NFLX US 05/15/26 C88,-5.0,-5.0,0.24,0.24,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NKE US 05/15/26 C44,-5.0,-5.0,0.02,0.02,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NKE US 05/15/26 C44,-5.0,-5.0,0.06,0.02,0.0,0.04,Match
P2726,P2726,P2726,2026-05-14,NKE US 05/15/26 C44,-5.0,-5.0,0.06,0.02,0.0,0.04,Match
P2726,P2726,P2726,2026-05-14,NOW US 05/15/26 C91,-2.0,-2.0,0.22,1.0,0.0,-0.78,Match
P2726,P2726,P2726,2026-05-14,NOW US 05/15/26 C91,-2.0,-2.0,0.22,1.0,0.0,-0.78,Match
P2726,P2726,P2726,2026-05-14,NOW US 05/15/26 C91,-2.0,-2.0,1.0,1.0,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NVDA US 05/15/26 C215,-27.0,-27.0,17.26,20.78,0.0,-3.52,Match
P2726,P2726,P2726,2026-05-14,NVDA US 05/15/26 C215,-27.0,-27.0,17.26,20.78,0.0,-3.52,Match
P2726,P2726,P2726,2026-05-14,NVDA US 05/15/26 C215,-27.0,-27.0,20.85,20.78,0.0,0.07,Match
P2726,P2726,P2726,2026-05-14,ORCL US 05/15/26 C195,-3.0,-3.0,0.85,3.3,0.0,-2.45,Match
P2726,P2726,P2726,2026-05-14,ORCL US 05/15/26 C195,-3.0,-3.0,0.85,3.3,0.0,-2.45,Match
P2726,P2726,P2726,2026-05-14,ORCL US 05/15/26 C195,-3.0,-3.0,3.25,3.3,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-14,PEP US 05/15/26 C155,-2.0,-2.0,0.13,0.05,0.0,0.08,Match
P2726,P2726,P2726,2026-05-14,PEP US 05/15/26 C155,-2.0,-2.0,0.13,0.05,0.0,0.08,Match
P2726,P2726,P2726,2026-05-14,PEP US 05/15/26 C155,-2.0,-2.0,0.04,0.05,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-14,PFE US 05/15/26 C25.5,-7.0,-7.0,0.51,0.3,0.0,0.21,Match
P2726,P2726,P2726,2026-05-14,PFE US 05/15/26 C25.5,-7.0,-7.0,0.51,0.3,0.0,0.21,Match
P2726,P2726,P2726,2026-05-14,PFE US 05/15/26 C25.5,-7.0,-7.0,0.32,0.3,0.0,0.02,Match
P2726,P2726,P2726,2026-05-14,PG US 05/15/26 C146,-3.0,-3.0,0.12,0.1,0.0,0.02,Match
P2726,P2726,P2726,2026-05-14,PG US 05/15/26 C146,-3.0,-3.0,0.19,0.1,0.0,0.09,Match
P2726,P2726,P2726,2026-05-14,PG US 05/15/26 C146,-3.0,-3.0,0.12,0.1,0.0,0.02,Match
P2726,P2726,P2726,2026-05-14,PLTR US 05/15/26 C137,-4.0,-4.0,0.44,0.42,0.0,0.02,Match
P2726,P2726,P2726,2026-05-14,PLTR US 05/15/26 C137,-4.0,-4.0,0.41,0.42,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-14,PLTR US 05/15/26 C137,-4.0,-4.0,0.44,0.42,0.0,0.02,Match
P2726,P2726,P2726,2026-05-14,PM US 05/15/26 C170,-2.0,-2.0,21.82,21.65,0.0,0.17,Match
P2726,P2726,P2726,2026-05-14,PM US 05/15/26 C170,-2.0,-2.0,18.6,21.65,0.0,-3.05,Match
P2726,P2726,P2726,2026-05-14,PM US 05/15/26 C170,-2.0,-2.0,18.6,21.65,0.0,-3.05,Match
P2726,P2726,P2726,2026-05-14,PYPL US 05/15/26 C45.5,-2.0,-2.0,0.23,0.2,0.0,0.03,Match
P2726,P2726,P2726,2026-05-14,PYPL US 05/15/26 C45.5,-2.0,-2.0,0.23,0.2,0.0,0.03,Match
P2726,P2726,P2726,2026-05-14,PYPL US 05/15/26 C45.5,-2.0,-2.0,0.2,0.2,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,QCOM US 05/15/26 C220,-1.0,-1.0,0.52,0.54,0.0,-0.02,Match
P2726,P2726,P2726,2026-05-14,QCOM US 05/15/26 C220,-1.0,-1.0,1.16,0.54,0.0,0.62,Match
P2726,P2726,P2726,2026-05-14,QCOM US 05/15/26 C220,-1.0,-1.0,1.16,0.54,0.0,0.62,Match
P2726,P2726,P2726,2026-05-14,RTX US 05/15/26 C177.5,-3.0,-3.0,0.72,0.72,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,RTX US 05/15/26 C177.5,-3.0,-3.0,1.4,0.72,0.0,0.68,Match
P2726,P2726,P2726,2026-05-14,RTX US 05/15/26 C177.5,-3.0,-3.0,1.4,0.72,0.0,0.68,Match
P2726,P2726,P2726,2026-05-14,SBUX US 05/15/26 C105,-3.0,-3.0,2.72,1.48,0.0,1.24,Match
P2726,P2726,P2726,2026-05-14,SBUX US 05/15/26 C105,-3.0,-3.0,2.72,1.48,0.0,1.24,Match
P2726,P2726,P2726,2026-05-14,SBUX US 05/15/26 C105,-3.0,-3.0,1.45,1.48,0.0,-0.03,Match
P2726,P2726,P2726,2026-05-14,SCHW US 05/15/26 C89,-3.0,-3.0,0.99,0.91,0.0,0.08,Match
P2726,P2726,P2726,2026-05-14,SCHW US 05/15/26 C89,-3.0,-3.0,1.67,0.91,0.0,0.76,Match
P2726,P2726,P2726,2026-05-14,SCHW US 05/15/26 C89,-3.0,-3.0,1.67,0.91,0.0,0.76,Match
P2726,P2726,P2726,2026-05-14,SO US 05/15/26 C92,-5.0,-5.0,1.25,1.58,0.0,-0.33,Match
P2726,P2726,P2726,2026-05-14,SO US 05/15/26 C92,-5.0,-5.0,1.25,1.58,0.0,-0.33,Match
P2726,P2726,P2726,2026-05-14,SO US 05/15/26 C92,-5.0,-5.0,1.25,1.58,0.0,-0.33,Match
P2726,P2726,P2726,2026-05-14,SPGI US 05/15/26 C420,-1.0,-1.0,0.98,0.85,0.0,0.13,Match
P2726,P2726,P2726,2026-05-14,SPGI US 05/15/26 C420,-1.0,-1.0,0.3,0.85,0.0,-0.55,Match
P2726,P2726,P2726,2026-05-14,SPGI US 05/15/26 C420,-1.0,-1.0,0.98,0.85,0.0,0.13,Match
P2726,P2726,P2726,2026-05-14,T US 05/15/26 C25,-10.0,-10.0,0.13,0.04,0.0,0.09,Match
P2726,P2726,P2726,2026-05-14,T US 05/15/26 C25,-10.0,-10.0,0.02,0.04,0.0,-0.02,Match
P2726,P2726,P2726,2026-05-14,T US 05/15/26 C25,-10.0,-10.0,0.13,0.04,0.0,0.09,Match
P2726,P2726,P2726,2026-05-14,TJX US 05/15/26 C155,-1.0,-1.0,0.08,0.55,0.0,-0.47,Match
P2726,P2726,P2726,2026-05-14,TJX US 05/15/26 C155,-1.0,-1.0,0.08,0.55,0.0,-0.47,Match
P2726,P2726,P2726,2026-05-14,TJX US 05/15/26 C155,-1.0,-1.0,0.03,0.55,0.0,-0.52,Match
P2726,P2726,P2726,2026-05-14,TSLA US 05/15/26 C425,-3.0,-3.0,19.15,18.92,0.0,0.23,Match
P2726,P2726,P2726,2026-05-14,TSLA US 05/15/26 C425,-3.0,-3.0,20.03,18.92,0.0,1.11,Match
P2726,P2726,P2726,2026-05-14,TSLA US 05/15/26 C425,-3.0,-3.0,20.03,18.92,0.0,1.11,Match
P2726,P2726,P2726,2026-05-14,TXN US 05/15/26 C290,-1.0,-1.0,19.02,18.62,0.0,0.4,Match
P2726,P2726,P2726,2026-05-14,TXN US 05/15/26 C290,-1.0,-1.0,15.17,18.62,0.0,-3.45,Match
P2726,P2726,P2726,2026-05-14,TXN US 05/15/26 C290,-1.0,-1.0,15.17,18.62,0.0,-3.45,Match
P2726,P2726,P2726,2026-05-14,UBER US 05/15/26 C75,-4.0,-4.0,0.28,0.55,0.0,-0.27,Match
P2726,P2726,P2726,2026-05-14,UBER US 05/15/26 C75,-4.0,-4.0,0.63,0.55,0.0,0.08,Match
P2726,P2726,P2726,2026-05-14,UBER US 05/15/26 C75,-4.0,-4.0,0.28,0.55,0.0,-0.27,Match
P2726,P2726,P2726,2026-05-14,UNH US 05/15/26 C377.5,-2.0,-2.0,22.8,22.48,0.0,0.32,Match
P2726,P2726,P2726,2026-05-14,UNH US 05/15/26 C377.5,-2.0,-2.0,20.56,22.48,0.0,-1.92,Match
P2726,P2726,P2726,2026-05-14,UNH US 05/15/26 C377.5,-2.0,-2.0,20.56,22.48,0.0,-1.92,Match
P2726,P2726,P2726,2026-05-14,UNP US 05/15/26 C265,-1.0,-1.0,2.63,4.25,0.0,-1.62,Match
P2726,P2726,P2726,2026-05-14,UNP US 05/15/26 C265,-1.0,-1.0,2.63,4.25,0.0,-1.62,Match
P2726,P2726,P2726,2026-05-14,UNP US 05/15/26 C265,-1.0,-1.0,4.1,4.25,0.0,-0.15,Match
P2726,P2726,P2726,2026-05-14,UPS US 05/15/26 C100,-1.0,-1.0,0.51,0.18,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,UPS US 05/15/26 C100,-1.0,-1.0,0.17,0.18,0.0,-0.01,Match
P2726,P2726,P2726,2026-05-14,UPS US 05/15/26 C100,-1.0,-1.0,0.51,0.18,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,USB US 05/15/26 C55,-2.0,-2.0,0.08,0.02,0.0,0.06,Match
P2726,P2726,P2726,2026-05-14,USB US 05/15/26 C55,-2.0,-2.0,0.08,0.02,0.0,0.06,Match
P2726,P2726,P2726,2026-05-14,USB US 05/15/26 C55,-2.0,-2.0,0.03,0.02,0.0,0.01,Match
P2726,P2726,P2726,2026-05-14,V US 05/15/26 C320,-3.0,-3.0,3.0,3.24,0.0,-0.24,Match
P2726,P2726,P2726,2026-05-14,V US 05/15/26 C320,-3.0,-3.0,3.1,3.24,0.0,-0.14,Match
P2726,P2726,P2726,2026-05-14,V US 05/15/26 C320,-3.0,-3.0,3.1,3.24,0.0,-0.14,Match
P2726,P2726,P2726,2026-05-14,VZ US 05/15/26 C47,-6.0,-6.0,0.52,0.33,0.0,0.19,Match
P2726,P2726,P2726,2026-05-14,VZ US 05/15/26 C47,-6.0,-6.0,0.52,0.33,0.0,0.19,Match
P2726,P2726,P2726,2026-05-14,VZ US 05/15/26 C47,-6.0,-6.0,0.31,0.33,0.0,-0.02,Match
P2726,P2726,P2726,2026-05-14,WFC US 05/15/26 C76,-4.0,-4.0,0.05,0.04,0.0,0.01,Match
P2726,P2726,P2726,2026-05-14,WFC US 05/15/26 C76,-4.0,-4.0,0.14,0.04,0.0,0.1,Match
P2726,P2726,P2726,2026-05-14,WFC US 05/15/26 C76,-4.0,-4.0,0.14,0.04,0.0,0.1,Match
P2726,P2726,P2726,2026-05-14,WM US 05/15/26 C220,-3.0,-3.0,0.6,0.52,0.0,0.08,Match
P2726,P2726,P2726,2026-05-14,WM US 05/15/26 C220,-3.0,-3.0,0.85,0.52,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,WM US 05/15/26 C220,-3.0,-3.0,0.85,0.52,0.0,0.33,Match
P2726,P2726,P2726,2026-05-14,WMT US 05/15/26 C131,-6.0,-6.0,1.83,1.74,0.0,0.09,Match
P2726,P2726,P2726,2026-05-14,WMT US 05/15/26 C131,-6.0,-6.0,1.83,1.74,0.0,0.09,Match
P2726,P2726,P2726,2026-05-14,WMT US 05/15/26 C131,-6.0,-6.0,1.67,1.74,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-14,XOM US 05/15/26 C144,-9.0,-9.0,8.65,8.95,0.0,-0.3,Match
P2726,P2726,P2726,2026-05-14,XOM US 05/15/26 C144,-9.0,-9.0,8.65,8.95,0.0,-0.3,Match
P2726,P2726,P2726,2026-05-14,XOM US 05/15/26 C144,-9.0,-9.0,8.65,8.95,0.0,-0.3,Match
P2726,P2726,P2726,2026-05-14,SPX US 07/31/26 C5000,,-4.0,,2539.77,4.0,-2539.77,Missing in OMS
P2726,P2726,P2726,2026-05-14,SPX US 07/31/26 C6000,,4.0,,1560.97,-4.0,-1560.97,Missing in OMS
P2726,P2726,P2726,2026-05-14,SPX US 07/31/26 P5000,,4.0,,7.94,-4.0,-7.94,Missing in OMS
P2726,P2726,P2726,2026-05-14,SPX US 07/31/26 P5346.5,,62.0,,10.71,-62.0,-10.71,Missing in OMS
P2726,P2726,P2726,2026-05-14,SPX US 07/31/26 P6000,,-4.0,,20.36,4.0,-20.36,Missing in OMS
P2726,P2726,P2726,2026-05-14,XSP US 07/31/26 P534.66,,19.0,,1.06,-19.0,-1.06,Missing in OMS
