fund_ticker,bbg_ticker,date,analysis_type,optticker,maturity,figi,occ_symbol,equity_underlying_ticker,equity_underlying_price,delta,strike,nav_shares,iiv_shares,trade_rebal,price,option_notional_value,option_market_value,option_delta_adjusted_notional,option_delta_adjusted_market_value,GICS_SECTOR_NAME,GICS_INDUSTRY_NAME,GICS_INDUSTRY_GROUP_NAME,REGULATORY_STRUCTURE,SECURITY_TYP
P2726,P2726,2026-05-13,eod,4SPX US 07/31/26 C5000.01,2026-07-31,,4SPX  260731C05000010,SC31761B,7444.25,-0.9854327,5000.01,-4,,,2440.37,-2977700.0,-976148.0,2934322.95079,961928.1592396,,,,,
P2726,P2726,2026-05-13,eod,4SPX US 07/31/26 C6000.01,2026-07-31,,4SPX  260731C06000010,SC31763B,7444.25,0.9481596,6000.01,4,,,1463.45,2977700.0,585380.0,2823334.84092,555033.666648,,,,,
P2726,P2726,2026-05-13,eod,4SPX US 07/31/26 P5000.01,2026-07-31,,4SPX  260731P05000010,SP31762B,7444.25,-0.0163637,5000.01,4,,,8.58,2977700.0,3432.0,-48726.18949,-56.1602184,,,,,
P2726,P2726,2026-05-13,eod,4SPX US 07/31/26 P5346.56,2026-07-31,,4SPX  260731P05346560,SP31765B,7444.25,-0.0241307,5346.56,62,,,11.91,46154350.0,73842.0,-1113736.773545,-1781.8591494,,,,,
P2726,P2726,2026-05-13,eod,4SPX US 07/31/26 P6000.01,2026-07-31,,4SPX  260731P06000010,SP31764B,7444.25,0.0536368,6000.01,-4,,,23.73,-2977700.0,-9492.0,-159714.29936,-509.1205056,,,,,
P2726,P2726,2026-05-13,eod,4XSP US 07/31/26 P534.66,2026-07-31,,4XSP  260731P00534660,XP31765B,744.43,-0.0243791,534.66,19,,,1.21,1414417.0,2299.0,-34482.2134847,-56.0475509,,,,,
P2726,P2726,2026-05-13,eod,AAPL US 05/15/26 C292.5,2026-05-15,,AAPL  260515C00292500,AAPL,298.87,0.809839,292.5,-16,,,7.25,-478192.0,-11600.0,-387258.531088,-9394.1324,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,,Common Stock
P2726,P2726,2026-05-13,eod,ABBV US 05/15/26 C200,2026-05-15,,ABBV  260515C00200000,ABBV,208.5,0.9397075,200.0,-2,,,8.6,-41700.0,-1720.0,-39185.80275,-1616.2969,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,ABT US 05/15/26 C85,2026-05-15,,ABT   260515C00085000,ABT,83.83,0.311151,85.0,-4,,,0.45,-33532.0,-180.0,-10433.515332,-56.00718,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-13,eod,ACN US 05/15/26 C180,2026-05-15,,ACN   260515C00180000,ACN,159.64,0.015964,180.0,-1,,,0.05,-15964.0,-5.0,-254.849296,-0.07982,Information Technology,IT Services,Software & Services,,Common Stock
P2726,P2726,2026-05-13,eod,ADBE US 05/15/26 C252.5,2026-05-15,,ADBE  260515C00252500,ADBE,236.07,0.054041,252.5,-1,,,0.23,-23607.0,-23.0,-1275.745887,-1.242943,Information Technology,Software,Software & Services,,Common Stock
P2726,P2726,2026-05-13,eod,AMAT US 05/15/26 C435,2026-05-15,,AMAT  260515C00435000,AMAT,436.61,0.536502,435.0,-1,,,16.9,-43661.0,-1690.0,-23424.213822,-906.68838,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-13,eod,AMD US 05/15/26 C447.5,2026-05-15,,AMD   260515C00447500,AMD,445.5,0.482832,447.5,-2,,,9.95,-89100.0,-1990.0,-43020.3312,-960.83568,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-13,eod,AMGN US 05/15/26 C330,2026-05-15,,AMGN  260515C00330000,AMGN,336.45,0.80349,330.0,-1,,,7.6,-33645.0,-760.0,-27033.42105,-610.6524,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,AMT US 05/15/26 C175,2026-05-15,,AMT   260515C00175000,AMT,173.87,0.422735,175.0,-5,,,1.45,-86935.0,-725.0,-36750.467225,-306.482875,Real Estate,Specialized REITs,Equity Real Estate Investment Trusts,,REIT
P2726,P2726,2026-05-13,eod,AMZN US 05/15/26 C272.5,2026-05-15,,AMZN  260515C00272500,AMZN,270.13,0.370913,272.5,-12,,,1.75,-324156.0,-2100.0,-120233.674428,-778.9173,Consumer Discretionary,Broadline Retail,Consumer Discretionary Distribution & Retail,,Common Stock
P2726,P2726,2026-05-13,eod,AVGO US 05/15/26 C430,2026-05-15,,AVGO  260515C00430000,AVGO,416.79,0.229165,430.0,-6,,,2.38,-250074.0,-1428.0,-57308.20821,-327.24762,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-13,eod,AXP US 05/15/26 C315,2026-05-15,,AXP   260515C00315000,AXP,309.61,0.227303,315.0,-1,,,1.08,-30961.0,-108.0,-7037.528183,-24.548724,Financials,Consumer Finance,Financial Services,,Common Stock
P2726,P2726,2026-05-13,eod,BA US 05/15/26 C237.5,2026-05-15,,BA    260515C00237500,BA,240.6,0.644941,237.5,-2,,,5.3,-48120.0,-1060.0,-31034.56092,-683.63746,Industrials,Aerospace & Defense,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,BAC US 05/15/26 C51.5,2026-05-15,,BAC   260515C00051500,BAC,49.84,0.124598,51.5,-9,,,0.09,-44856.0,-81.0,-5588.967888,-10.092438,Financials,Banks,Banks,,Common Stock
P2726,P2726,2026-05-13,eod,BKNG US 05/15/26 C166.8,2026-05-15,,BKNG  260515C00166800,BKNG,155.03,0.114601,166.8,-2,,,0.19,-31006.0,-38.0,-3553.318606,-4.354838,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,,Common Stock
P2726,P2726,2026-05-13,eod,BMY US 05/15/26 C56,2026-05-15,,BMY   260515C00056000,BMY,56.39,0.609582,56.0,-3,,,0.93,-16917.0,-279.0,-10312.298694,-170.073378,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,BRKB US 05/15/26 C477.5,2026-05-15,,BRKB  260515C00477500,BRK/B,485.52,0.796044,477.5,-3,,,7.62,-145656.0,-2286.0,-115948.584864,-1819.756584,Financials,Financial Services,Financial Services,,Common Stock
P2726,P2726,2026-05-13,eod,C US 05/15/26 C126,2026-05-15,,C     260515C00126000,C,124.1,0.287021,126.0,-2,,,0.59,-24820.0,-118.0,-7123.86122,-33.868478,Financials,Banks,Banks,,Common Stock
P2726,P2726,2026-05-13,eod,CAT US 05/15/26 C895,2026-05-15,,CAT   260515C00895000,CAT,902.3,0.607487,895.0,-1,,,15.25,-90230.0,-1525.0,-54813.55201,-926.417675,Industrials,Machinery,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,CB US 05/15/26 C320,2026-05-15,,CB    260515C00320000,CB,316.01,0.274215,320.0,-4,,,0.8,-126404.0,-320.0,-34661.87286,-87.7488,Financials,Insurance,Insurance,,Common Stock
P2726,P2726,2026-05-13,eod,CL US 05/15/26 C88,2026-05-15,,CL    260515C00088000,CL,87.87,0.475957,88.0,-1,,,0.44,-8787.0,-44.0,-4182.234159,-20.942108,Consumer Staples,Household Products,Household & Personal Products,,Common Stock
P2726,P2726,2026-05-13,eod,CMCSA US 05/15/26 C25.5,2026-05-15,,CMCSA 260515C00025500,CMCSA,24.94,0.234129,25.5,-5,,,0.1,-12470.0,-50.0,-2919.58863,-11.70645,Communication Services,Diversified Telecommunication Services,Telecommunication Services,,Common Stock
P2726,P2726,2026-05-13,eod,COP US 05/15/26 C114,2026-05-15,,COP   260515C00114000,COP,117.4,0.812778,114.0,-3,,,3.59,-35220.0,-1077.0,-28626.04116,-875.361906,Energy,"Oil, Gas & Consumable Fuels",Energy,,Common Stock
P2726,P2726,2026-05-13,eod,COST US 05/15/26 C1005,2026-05-15,,COST  260515C01005000,COST,1033.08,0.88862,1005.0,-1,,,25.1,-103308.0,-2510.0,-91801.55496,-2230.4362,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,,Common Stock
P2726,P2726,2026-05-13,eod,CRM US 05/15/26 C182.5,2026-05-15,,CRM   260515C00182500,CRM,165.84,0.027343,182.5,-2,,,0.07,-33168.0,-14.0,-906.912624,-0.382802,Information Technology,Software,Software & Services,,Common Stock
P2726,P2726,2026-05-13,eod,CSCO US 05/15/26 C96,2026-05-15,,CSCO  260515C00096000,CSCO,101.87,0.725785,96.0,-18,,,7.8,-183366.0,-14040.0,-133084.29231,-10190.0214,Information Technology,Communications Equipment,Technology Hardware & Equipment,,Common Stock
P2726,P2726,2026-05-13,eod,CVS US 05/15/26 C90,2026-05-15,,CVS   260515C00090000,CVS,98.11,1.0,90.0,-3,,,8.0,-29433.0,-2400.0,-29433.0,-2400.0,Health Care,Health Care Providers & Services,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-13,eod,CVX US 05/15/26 C180,2026-05-15,,CVX   260515C00180000,CVX,186.0,0.947053,180.0,-4,,,6.0,-74400.0,-2400.0,-70460.7432,-2272.9272,Energy,"Oil, Gas & Consumable Fuels",Energy,,Common Stock
P2726,P2726,2026-05-13,eod,DE US 05/15/26 C575,2026-05-15,,DE    260515C00575000,DE,580.65,0.619998,575.0,-1,,,11.9,-58065.0,-1190.0,-36000.18387,-737.79762,Industrials,Machinery,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,DHR US 05/15/26 C170,2026-05-15,,DHR   260515C00170000,DHR,165.99,0.207044,170.0,-1,,,0.6,-16599.0,-60.0,-3436.723356,-12.42264,Health Care,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,DIS US 05/15/26 C108,2026-05-15,,DIS   260515C00108000,DIS,104.9,0.12308,108.0,-2,,,0.16,-20980.0,-32.0,-2582.2184,-3.93856,Communication Services,Entertainment,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-13,eod,DUK US 05/15/26 C125,2026-05-15,,DUK   260515C00125000,DUK,123.9,0.255693,125.0,-3,,,0.28,-37170.0,-84.0,-9504.10881,-21.478212,Utilities,Electric Utilities,Utilities,,Common Stock
P2726,P2726,2026-05-13,eod,ELV US 05/15/26 C380,2026-05-15,,ELV   260515C00380000,ELV,399.64,0.934657,380.0,-1,,,19.5,-39964.0,-1950.0,-37352.632348,-1822.58115,Health Care,Health Care Providers & Services,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-13,eod,EMR US 05/15/26 C141,2026-05-15,,EMR   260515C00141000,EMR,137.76,0.198245,141.0,-1,,,0.45,-13776.0,-45.0,-2731.02312,-8.921025,Industrials,Electrical Equipment,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,ETN US 05/15/26 C402.5,2026-05-15,,ETN   260515C00402500,ETN,406.94,0.626656,402.5,-1,,,9.3,-40694.0,-930.0,-25501.139264,-582.79008,Industrials,Electrical Equipment,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,GE US 05/15/26 C297.5,2026-05-15,,GE    260515C00297500,GE,294.71,0.41224,297.5,-3,,,3.3,-88413.0,-990.0,-36447.37512,-408.1176,Industrials,Aerospace & Defense,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,GILD US 05/15/26 C131,2026-05-15,,GILD  260515C00131000,GILD,133.05,0.687972,131.0,-2,,,2.38,-26610.0,-476.0,-18306.93492,-327.474672,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,GOOG US 05/15/26 C395,2026-05-15,,GOOG  260515C00395000,GOOG,399.059,0.666938,395.0,-5,,,6.5,-199529.5,-3250.0,-133073.805671,-2167.5485,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-13,eod,GOOGL US 05/15/26 C400,2026-05-15,,GOOGL 260515C00400000,GOOGL,402.62,0.611273,400.0,-6,,,5.7,-241572.0,-3420.0,-147666.441156,-2090.55366,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-13,eod,HD US 05/15/26 C317.5,2026-05-15,,HD    260515C00317500,HD,302.55,0.069293,317.5,-1,,,0.28,-30255.0,-28.0,-2096.459715,-1.940204,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock
P2726,P2726,2026-05-13,eod,HON US 05/15/26 C212.5,2026-05-15,,HON   260515C00212500,HON,217.96,0.918695,212.5,-2,,,5.6,-43592.0,-1120.0,-40047.75244,-1028.9384,Industrials,Industrial Conglomerates,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,IBM US 05/15/26 C230,2026-05-15,,IBM   260515C00230000,IBM,214.64,0.043082,230.0,-2,,,0.12,-42928.0,-24.0,-1849.424096,-1.033968,Information Technology,IT Services,Software & Services,,Common Stock
P2726,P2726,2026-05-13,eod,INTC US 05/15/26 C125,2026-05-15,,INTC  260515C00125000,INTC,120.29,0.321179,125.0,-6,,,1.82,-72174.0,-1092.0,-23180.773146,-350.727468,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-13,eod,ISRG US 05/15/26 C450,2026-05-15,,ISRG  260515C00450000,ISRG,432.27,0.090395,450.0,-1,,,0.6,-43227.0,-60.0,-3907.504665,-5.4237,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-13,eod,JNJ US 05/15/26 C222.5,2026-05-15,,JNJ   260515C00222500,JNJ,230.42,0.899208,222.5,-3,,,8.0,-69126.0,-2400.0,-62158.652208,-2158.0992,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,JPM US 05/15/26 C302.5,2026-05-15,,JPM   260515C00302500,JPM,300.25,0.381034,302.5,-4,,,1.7,-120100.0,-680.0,-45762.1834,-259.10312,Financials,Banks,Banks,,Common Stock
P2726,P2726,2026-05-13,eod,KO US 05/15/26 C78,2026-05-15,,KO    260515C00078000,KO,80.26,0.81014,78.0,-6,,,2.47,-48156.0,-1482.0,-39013.10184,-1200.62748,Consumer Staples,Beverages,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-13,eod,LIN US 05/15/26 C495,2026-05-15,,LIN   260515C00495000,LIN,513.26,0.904742,495.0,-3,,,15.75,-153978.0,-4725.0,-139310.363676,-4274.90595,Materials,Chemicals,Materials,,Common Stock
P2726,P2726,2026-05-13,eod,LLY US 05/15/26 C950,2026-05-15,,LLY   260515C00950000,LLY,1015.75,0.970931,950.0,-1,,,65.0,-101575.0,-6500.0,-98622.316325,-6311.0515,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,LOW US 05/15/26 C230,2026-05-15,,LOW   260515C00230000,LOW,220.45,0.107717,230.0,-1,,,0.4,-22045.0,-40.0,-2374.621265,-4.30868,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock
P2726,P2726,2026-05-13,eod,LRCX US 05/15/26 C295,2026-05-15,,LRCX  260515C00295000,LRCX,295.44,0.525615,295.0,-2,,,8.95,-59088.0,-1790.0,-31057.53912,-940.85085,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-13,eod,MA US 05/15/26 C497.5,2026-05-15,,MA    260515C00497500,MA,490.64,0.308503,497.5,-1,,,2.99,-49064.0,-299.0,-15136.391192,-92.242397,Financials,Financial Services,Financial Services,,Common Stock
P2726,P2726,2026-05-13,eod,MCD US 05/15/26 C275,2026-05-15,,MCD   260515C00275000,MCD,275.7,0.566448,275.0,-2,,,2.17,-55140.0,-434.0,-31233.94272,-245.838432,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,,Common Stock
P2726,P2726,2026-05-13,eod,MDLZ US 05/15/26 C62,2026-05-15,,MDLZ  260515C00062000,MDLZ,61.52,0.409933,62.0,-2,,,0.17,-12304.0,-34.0,-5043.815632,-13.937722,Consumer Staples,Food Products,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-13,eod,MDT US 05/15/26 C76,2026-05-15,,MDT   260515C00076000,MDT,76.21,0.552533,76.0,-3,,,0.83,-22863.0,-249.0,-12632.561979,-137.580717,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-13,eod,META US 05/15/26 C610,2026-05-15,,META  260515C00610000,META,616.63,0.667478,610.0,-3,,,10.15,-184989.0,-3045.0,-123476.087742,-2032.47051,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-13,eod,MMM US 05/15/26 C143,2026-05-15,,MMM   260515C00143000,MMM,147.1,0.750701,143.0,-1,,,5.13,-14710.0,-513.0,-11042.81171,-385.109613,Industrials,Industrial Conglomerates,Capital Goods,,Common Stock
P2726,P2726,2026-05-13,eod,MO US 05/15/26 C68,2026-05-15,,MO    260515C00068000,MO,71.54,0.966954,68.0,-3,,,3.41,-21462.0,-1023.0,-20752.766748,-989.193942,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-13,eod,MRK US 05/15/26 C111,2026-05-15,,MRK   260515C00111000,MRK,113.45,0.747313,111.0,-3,,,2.85,-34035.0,-855.0,-25434.797955,-638.952615,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-13,eod,MS US 05/15/26 C192.5,2026-05-15,,MS    260515C00192500,MS,193.83,0.604008,192.5,-2,,,3.25,-38766.0,-650.0,-23414.974128,-392.6052,Financials,Capital Markets,Financial Services,,Common Stock
